id,kat_1_1,kat_2_1,kat_3_1,kat_1_2,kat_2_2,kat_3_2,kat_1_3,kat_2_3,kat_3_3,kat_1_4,kat_2_4,kat_3_4,kat_1_5,kat_2_5,kat_3_5,kat_1_6,kat_2_6,kat_3_6,kat_1_7,kat_2_7,kat_3_7
AT1G01270.1,0.001,0.001,0.5412,0.4293,2.1007,0.4272,0.001,0.5502,0.51,1.2297,1.9629,2.0016,0.001,1.231,0.001,0.001,0.001,1.054,0.001,0.4179,0.001
AT2G03790.1,0.6182,0.001,0.001,0.4233,0.5186,1.2618,0.7447,0.5426,0.5029,1.2127,1.2908,0.9874,0.4984,1.2139,1.1039,0.001,0.001,1.3855,1.3723,0.4121,1.4881
AT3G52565.1,0.001,0.001,0.4865,1.5406,0.001,0.7671,0.6788,0.4946,1.3733,1.1053,2.3519,3.1474,0.9077,0.7379,1.0061,0.4656,0.001,1.8937,1.2508,1.4997,0.4528
